site,monitor,date,start_hour,value,variable,units,quality,prelim,name 
3658,B,2016-01-03,21,23.02,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,Lancaster-43301 Division Street 
3658,B,2016-01-03,22,30.82,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,Lancaster-43301 Division Street 
3658,B,2016-01-03,23,17.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,Lancaster-43301 Division Street 
3679,C,2016-01-03,0,32.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,South Long Beach 
3679,C,2016-01-03,1,43.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,South Long Beach 
3679,C,2016-01-03,2,47.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,South Long Beach 
3679,C,2016-01-03,3,51.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,South Long Beach 
3679,C,2016-01-03,4,53.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,South Long Beach 
3679,C,2016-01-03,5,52.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,South Long Beach 
3679,C,2016-01-03,6,57.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,South Long Beach 
3679,C,2016-01-03,7,53.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,South Long Beach 
3679,C,2016-01-03,8,51.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,South Long Beach 
3679,C,2016-01-03,9,33.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,South Long Beach 
3679,C,2016-01-03,10,35.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,South Long Beach 
3679,C,2016-01-03,11,13.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,South Long Beach 
3679,C,2016-01-03,12,5.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,South Long Beach 
