site,data_status,action_code,datetime,parameter,duration,frequency,value,unit,qc,poc,lat,lon,GISDatum,elev,method_code,mpc,mpc_value,uncertainty,qualifiers
840482010416,0,10,20160309T0100-0600,44201,60,0,.027,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,
840482010416,0,10,20160723T0100-0600,44201,60,0,.018,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,
840482010416,1,10,20140303T0100-0600,44201,60,0,.02,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,
840482010416,0,10,20150425T0100-0600,44201,60,0,.019,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,
840482010416,0,10,20160211T0100-0600,44201,60,0,.025,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,
840482010416,0,10,20150102T0100-0600,44201,60,0,.008,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,
840482010416,1,10,20140524T0100-0600,44201,60,0,.027,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,
840482010416,1,10,20140403T0100-0600,44201,60,0,.015,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,
840482010416,0,10,20161011T0100-0600,44201,60,0,.003,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,
840482010416,0,10,20150124T0100-0600,44201,60,0,.007,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,
840482010416,1,10,20140405T0100-0600,44201,60,0,.035,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,
840482010416,0,10,20160912T0100-0600,44201,60,0,.018,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,
840482010416,1,10,20140527T0100-0600,44201,60,0,.019,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,
840482010416,0,10,20150904T0100-0600,44201,60,0,.018,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,
840482010416,1,10,20140222T0100-0600,44201,60,0,.002,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,
840482010416,1,10,20140207T0100-0600,44201,60,0,.019,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,
840482010416,0,10,20160731T0100-0600,44201,60,0,.004,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,
840482010416,1,10,20140209T0100-0600,44201,60,0,.024,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,
840482010416,1,10,20141030T0100-0600,44201,60,0,.019,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,
840482010416,0,10,20161104T0100-0600,44201,60,0,0,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,
840482010416,0,10,20161008T0100-0600,44201,60,0,.023,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,
840482010416,0,10,20160422T0100-0600,44201,60,0,.012,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,
840482010416,0,10,20151013T0100-0600,44201,60,0,.02,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,
840482010416,1,10,20140401T0100-0600,44201,60,0,.035,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,
840482010416,0,10,20150730T0100-0600,44201,60,0,.01,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,
840482010416,0,10,20150523T0100-0600,44201,60,0,.03,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,
840482010416,1,10,20140414T0100-0600,44201,60,0,.019,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,
840482010416,0,10,20161128T0100-0600,44201,60,0,.033,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,
840482010416,1,10,20140910T0100-0600,44201,60,0,.011,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,
840482010416,1,10,20140324T0100-0600,44201,60,0,.026,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,
840482010416,0,10,20150310T0100-0600,44201,60,0,.016,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,
840482010416,0,10,20150212T0100-0600,44201,60,0,.001,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,
840482010416,1,10,20141020T0100-0600,44201,60,0,.019,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,
840482010416,1,10,20140829T0100-0600,44201,60,0,.019,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,
840482010416,1,10,20140807T0100-0600,44201,60,0,.007,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,
840482010416,0,10,20160715T0100-0600,44201,60,0,.009,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,
840482010416,0,10,20150331T0100-0600,44201,60,0,.017,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,
840482010416,0,10,20161213T0100-0600,44201,60,0,.013,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,
840482010416,1,10,20140211T0100-0600,44201,60,0,.019,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,
840482010416,0,10,20151017T0100-0600,44201,60,0,.034,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,
840482010416,0,10,20160316T0100-0600,44201,60,0,.008,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,
840482010416,0,10,20150417T0100-0600,44201,60,0,.038,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,
840482010416,0,10,20160329T0100-0600,44201,60,0,.026,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,
840482010416,0,10,20160701T0100-0600,44201,60,0,.019,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,
840482010416,0,10,20150202T0100-0600,44201,60,0,.016,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,
840482010416,1,10,20140108T0100-0600,44201,60,0,.037,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,
840482010416,0,10,20160524T0100-0600,44201,60,0,.03,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,
840482010416,0,10,20160908T0100-0600,44201,60,0,.009,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,
840482010416,0,10,20160713T0100-0600,44201,60,0,.011,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,
840482010416,1,10,20141229T0100-0600,44201,60,0,.003,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,
840482010416,0,10,20151006T0100-0600,44201,60,0,0,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,
840482010416,1,10,20140603T0100-0600,44201,60,0,.018,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,
840482010416,0,10,20150702T0100-0600,44201,60,0,.002,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,
840482010416,0,10,20161125T0100-0600,44201,60,0,.003,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,
840482010416,1,10,20140806T0100-0600,44201,60,0,.023,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,
840482010416,1,10,20140814T0100-0600,44201,60,0,.016,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,
840482010416,1,10,20141224T0100-0600,44201,60,0,.018,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,
840482010416,0,10,20160921T0100-0600,44201,60,0,.001,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,
840482010416,0,10,20160130T0100-0600,44201,60,0,.026,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,
